vehicle_id,vehicle_type,model,year,location,acquired_date
C6JQ11,Compact,Toyota Corolla,2019,North,2023-01-24
AW6MTJ,Mid-Size,Honda Accord,2022,North,2023-01-13
ZESOXR,Compact,Toyota Corolla,2019,South,2023-01-08
99KBRV,Compact,Honda Civic,2022,Central,2023-02-28
1SVA1L,Full-Size,Ford Taurus,2020,East,2023-02-26
NPCRNI,Full-Size,Chrysler 300,2021,North,2023-01-18
IB5K54,Full-Size,Chrysler 300,2023,Central,2023-03-21
Q3HG6X,Mid-Size,Toyota Camry,2023,East,2023-01-25
Y7AG8E,Full-Size,Chevrolet Impala,2018,South,2023-02-24
QALGJ3,Compact,Honda Civic,2022,Central,2023-02-17
J36TTM,Compact,Hyundai Elantra,2023,South,2023-02-23
Y35HYF,Truck,Ford F-150,2022,West,2023-03-08
RDT43Z,SUV,Chevrolet Equinox,2019,Central,2023-03-25
UWD0YF,Truck,Chevrolet Silverado,2021,East,2023-03-06
WNS3L7,Truck,Ford F-150,2021,West,2023-03-23
PSBEK9,Full-Size,Ford Taurus,2021,South,2023-03-20
JO4L3E,Truck,Ford F-150,2020,Central,2023-02-02
EAEVDW,Mid-Size,Honda Accord,2021,North,2023-02-20
VIBFFT,Compact,Hyundai Elantra,2021,South,2023-01-18
7PWKDH,Compact,Honda Civic,2020,Central,2023-03-25
R4I9WM,Compact,Toyota Corolla,2022,East,2023-03-29
WZY5XA,Compact,Hyundai Elantra,2022,North,2023-03-21
N6HRSU,Mid-Size,Toyota Camry,2019,East,2023-03-08
5TAIW2,Full-Size,Chrysler 300,2021,South,2023-03-18
X0ID8U,SUV,Toyota RAV4,2022,East,2023-03-13
08G5NW,Full-Size,Ford Taurus,2020,South,2023-01-21
NH5MAF,Compact,Toyota Corolla,2022,South,2023-01-24
83X2X6,Full-Size,Chrysler 300,2018,Central,2023-02-17
DCZ8U8,Mid-Size,Nissan Altima,2020,North,2023-02-07
OYS5XP,Compact,Honda Civic,2022,West,2023-03-08
ILCFSB,Mid-Size,Nissan Altima,2023,North,2023-03-08
QBFYBM,Mid-Size,Nissan Altima,2021,East,2023-03-29
GBHECX,Mid-Size,Nissan Altima,2021,West,2023-03-12
E7RO51,SUV,Ford Explorer,2020,Central,2023-01-02
P9TZ80,SUV,Chevrolet Equinox,2022,South,2023-01-31
VWX9ZK,Full-Size,Chevrolet Impala,2020,North,2023-01-30
A2RO7F,Compact,Toyota Corolla,2018,West,2023-02-27
B07355,SUV,Chevrolet Equinox,2019,Central,2023-01-31
Y7M0DS,Full-Size,Chevrolet Impala,2021,East,2023-03-30
K7PHUC,Compact,Toyota Corolla,2023,North,2023-01-26
EPWUBY,Full-Size,Chrysler 300,2020,East,2023-02-09
C3BAS2,Mid-Size,Honda Accord,2023,South,2023-03-15
1VG8AM,Mid-Size,Honda Accord,2022,East,2023-02-03
1W217S,Compact,Toyota Corolla,2021,North,2023-01-05
3FGBHE,Mid-Size,Nissan Altima,2022,South,2023-01-30
3RPXMU,Compact,Honda Civic,2020,Central,2023-02-02
AZ5BCE,Compact,Honda Civic,2020,North,2023-02-25
V132UZ,Compact,Toyota Corolla,2022,Central,2023-03-06
K0G8B7,Truck,Ford F-150,2021,East,2023-02-19
QXFL5A,Mid-Size,Toyota Camry,2021,East,2023-02-06
GW2PDF,Mid-Size,Toyota Camry,2020,Central,2023-02-15
6HU7NC,Mid-Size,Nissan Altima,2023,South,2023-01-13
32X61Y,SUV,Chevrolet Equinox,2018,Central,2023-01-17
MC04ZX,Full-Size,Ford Taurus,2018,South,2023-02-24
ZJEW7E,Truck,Ram 1500,2020,South,2023-03-19
CZP6QS,Mid-Size,Nissan Altima,2018,East,2023-02-17
C8LPW4,Compact,Toyota Corolla,2020,West,2023-01-06
21DD36,Full-Size,Ford Taurus,2021,South,2023-03-30
W6LMG2,Mid-Size,Honda Accord,2020,West,2023-01-30
YI9B1H,SUV,Ford Explorer,2019,North,2023-03-09
2RICWF,SUV,Toyota RAV4,2019,West,2023-03-22
Q85R03,Mid-Size,Honda Accord,2021,West,2023-03-30
VH3DS2,Truck,Chevrolet Silverado,2023,East,2023-01-11
UMOQ09,Full-Size,Ford Taurus,2022,West,2023-01-17
2LER4W,Mid-Size,Nissan Altima,2021,West,2023-02-28
LDJZYQ,Mid-Size,Toyota Camry,2018,Central,2023-03-10
MG9P1Q,Compact,Honda Civic,2019,South,2023-03-17
UXM7Q1,SUV,Toyota RAV4,2020,East,2023-02-19
6NI822,Compact,Hyundai Elantra,2019,East,2023-01-15
8B8EFH,Mid-Size,Honda Accord,2022,South,2023-03-06
EDERNM,Full-Size,Chevrolet Impala,2020,Central,2023-03-02
G9LRFH,Compact,Hyundai Elantra,2023,East,2023-02-12
I8GSTC,Compact,Hyundai Elantra,2019,East,2023-02-27
MCGYUR,Full-Size,Ford Taurus,2020,North,2023-01-20
HW64GY,Compact,Honda Civic,2022,East,2023-03-14
I5R0TY,Mid-Size,Honda Accord,2019,West,2023-01-05
7E6RFP,Mid-Size,Toyota Camry,2022,East,2023-03-17
CTROPW,Compact,Toyota Corolla,2021,West,2023-03-17
3OAU8O,Compact,Hyundai Elantra,2021,North,2023-03-03
E6PNK0,SUV,Toyota RAV4,2020,North,2023-03-15
FWMNH3,Truck,Ford F-150,2023,South,2023-03-24
Q731Q8,Compact,Honda Civic,2022,South,2023-01-15
VPM6J5,Truck,Ram 1500,2019,Central,2023-02-19
I1K440,Full-Size,Chevrolet Impala,2021,Central,2023-02-28
9S4TBP,Full-Size,Chevrolet Impala,2023,East,2023-03-26
BXFL50,Full-Size,Chevrolet Impala,2019,East,2023-03-08
MSUM0F,Full-Size,Chevrolet Impala,2021,South,2023-02-23
PJYX3N,SUV,Chevrolet Equinox,2022,East,2023-02-20
IB4L1N,Mid-Size,Honda Accord,2019,West,2023-01-13
LI2KKZ,Mid-Size,Nissan Altima,2021,West,2023-01-29
S0D8IE,Mid-Size,Nissan Altima,2021,Central,2023-02-08
DLPCWW,Compact,Hyundai Elantra,2019,East,2023-03-21
1ADHPV,Full-Size,Chrysler 300,2019,South,2023-03-19
HMSTSX,Compact,Hyundai Elantra,2021,North,2023-02-27
148OLK,Mid-Size,Honda Accord,2019,West,2023-01-10
MTVC9B,Compact,Hyundai Elantra,2023,Central,2023-03-06
OQMHTA,Compact,Toyota Corolla,2021,East,2023-02-11
0Y135F,Full-Size,Chrysler 300,2022,Central,2023-02-28
4UE93J,Full-Size,Chevrolet Impala,2020,South,2023-02-08
60QF07,Mid-Size,Honda Accord,2019,North,2023-03-06
GAIKN9,Compact,Toyota Corolla,2020,West,2023-01-20
8YHHC2,Mid-Size,Honda Accord,2022,North,2023-01-14
H6VR7F,Mid-Size,Nissan Altima,2020,North,2023-01-20
QJG7VF,Full-Size,Chevrolet Impala,2019,West,2023-03-25
DL4F0D,Full-Size,Ford Taurus,2018,East,2023-01-07
MSEOJB,Mid-Size,Toyota Camry,2021,West,2023-01-26
AF0BSA,Mid-Size,Toyota Camry,2022,West,2023-01-31
HGM0PA,Truck,Chevrolet Silverado,2021,South,2023-03-17
FKKUM0,SUV,Chevrolet Equinox,2019,West,2023-02-02
JYD99J,Mid-Size,Toyota Camry,2019,East,2023-03-22
IA9BAD,Mid-Size,Honda Accord,2020,East,2023-03-30
K9FUX2,Compact,Hyundai Elantra,2020,West,2023-02-28
Z9X4LO,Truck,Chevrolet Silverado,2019,South,2023-01-31
05AP2E,Mid-Size,Nissan Altima,2023,East,2023-02-23
MTC6N2,Mid-Size,Nissan Altima,2019,East,2023-03-02
PO84SQ,Truck,Chevrolet Silverado,2019,North,2023-01-10
2Y9LEH,Full-Size,Ford Taurus,2021,South,2023-03-16
SL35G9,Compact,Hyundai Elantra,2022,North,2023-02-09
WJHFQC,Compact,Honda Civic,2020,North,2023-03-18
E1RTLU,Compact,Honda Civic,2022,East,2023-02-25
MBUCY6,Full-Size,Chevrolet Impala,2018,Central,2023-03-19
YU8H1H,Compact,Toyota Corolla,2021,Central,2023-01-08
AISCKB,Truck,Ford F-150,2018,West,2023-01-04
IZFJEN,Truck,Chevrolet Silverado,2018,East,2023-01-11
1THLYR,Mid-Size,Nissan Altima,2021,South,2023-03-20
Q53IZ2,Full-Size,Chevrolet Impala,2019,South,2023-03-31
6J0GQC,Mid-Size,Toyota Camry,2018,West,2023-03-31
VYQOI1,Compact,Toyota Corolla,2019,Central,2023-01-30
6EJVNA,Full-Size,Ford Taurus,2022,Central,2023-01-24
AI8VJC,Compact,Toyota Corolla,2021,South,2023-02-01
1NOUI0,Compact,Toyota Corolla,2020,East,2023-03-15
LZSFWC,Mid-Size,Toyota Camry,2023,East,2023-01-23
ZNYIOL,Compact,Toyota Corolla,2020,North,2023-02-19
JMBOES,Mid-Size,Toyota Camry,2023,North,2023-02-28
DAPK5J,Full-Size,Chrysler 300,2020,North,2023-02-02
OI62GJ,SUV,Toyota RAV4,2018,West,2023-02-12
GFI4QN,Full-Size,Ford Taurus,2018,South,2023-03-01
GGT1UX,SUV,Ford Explorer,2019,West,2023-03-13
J835YY,Mid-Size,Toyota Camry,2019,South,2023-01-18
CFERVE,SUV,Ford Explorer,2018,West,2023-02-16
1TV7VA,Mid-Size,Honda Accord,2020,North,2023-01-14
15DTQF,Compact,Honda Civic,2023,South,2023-01-02
J4OT1Q,Truck,Ford F-150,2019,South,2023-02-28
6R9F5E,Mid-Size,Honda Accord,2019,East,2023-02-13
3XU5XZ,Compact,Toyota Corolla,2023,East,2023-01-24
14I4VB,Compact,Honda Civic,2019,North,2023-01-05
7161MM,Mid-Size,Nissan Altima,2022,West,2023-03-27
JOB019,Mid-Size,Toyota Camry,2021,Central,2023-03-16
T9HR22,Mid-Size,Honda Accord,2023,North,2023-03-26
1QC5NX,SUV,Chevrolet Equinox,2021,North,2023-01-11
E7J9ZL,Mid-Size,Nissan Altima,2021,Central,2023-01-02
N9VYWI,Mid-Size,Honda Accord,2019,West,2023-01-20
EAOYKI,Mid-Size,Honda Accord,2021,Central,2023-01-10
NIPTJB,SUV,Toyota RAV4,2022,West,2023-02-11
DOG2FA,Compact,Honda Civic,2023,West,2023-02-28
WWYFY5,Compact,Honda Civic,2018,North,2023-01-18
VOR3F0,Mid-Size,Toyota Camry,2018,East,2023-02-05
J5FSOR,Full-Size,Ford Taurus,2018,South,2023-02-18
NB4TVS,SUV,Ford Explorer,2022,Central,2023-01-29
TVPEBT,Full-Size,Ford Taurus,2018,North,2023-02-11
GQVVGX,SUV,Ford Explorer,2023,North,2023-02-23
7NESWO,Mid-Size,Toyota Camry,2020,East,2023-03-27
V1U2FK,Compact,Honda Civic,2019,Central,2023-01-28
TJ9YO1,Compact,Honda Civic,2023,Central,2023-01-08
9AUP1L,Compact,Hyundai Elantra,2022,East,2023-03-20
L16FW2,Mid-Size,Toyota Camry,2021,East,2023-02-21
FX94G9,Mid-Size,Nissan Altima,2023,South,2023-02-12
MRKZEZ,Mid-Size,Toyota Camry,2022,Central,2023-03-06
B4LSID,Full-Size,Chrysler 300,2021,North,2023-03-30
A9ECS8,Mid-Size,Nissan Altima,2019,North,2023-01-12
CJURF8,Full-Size,Chrysler 300,2023,East,2023-03-19
MYQV6L,Full-Size,Chevrolet Impala,2022,South,2023-02-27
3KLBMV,Mid-Size,Nissan Altima,2023,East,2023-02-22
XPMI6N,Mid-Size,Toyota Camry,2023,Central,2023-03-19
L7W4NP,Full-Size,Chrysler 300,2021,South,2023-01-28
092QVM,Full-Size,Ford Taurus,2020,Central,2023-03-12
QND5EJ,Mid-Size,Honda Accord,2023,South,2023-02-21
JHR8L0,Mid-Size,Honda Accord,2023,South,2023-03-26
01W01Y,Full-Size,Chevrolet Impala,2018,North,2023-02-12
UDS1MI,Full-Size,Chrysler 300,2021,West,2023-03-06
VEZ9RB,Compact,Hyundai Elantra,2021,Central,2023-02-14
JBQL14,Mid-Size,Nissan Altima,2022,Central,2023-02-05
P9QE6O,SUV,Toyota RAV4,2023,North,2023-02-03
507XVI,Compact,Hyundai Elantra,2019,West,2023-03-24
KLLV5B,SUV,Toyota RAV4,2023,North,2023-03-17
W1PJP3,Compact,Honda Civic,2021,West,2023-01-21
6YRXY1,Mid-Size,Nissan Altima,2018,West,2023-03-19
FCMJWS,Mid-Size,Toyota Camry,2021,North,2023-02-22
71F41N,Compact,Hyundai Elantra,2018,North,2023-01-10
C2GHQC,Truck,Chevrolet Silverado,2023,North,2023-03-10
OIB6JT,Mid-Size,Honda Accord,2022,West,2023-01-15
3RK0YA,Truck,Chevrolet Silverado,2023,West,2023-03-20
3E0DCE,Mid-Size,Toyota Camry,2021,North,2023-02-10
0QVKE2,SUV,Chevrolet Equinox,2020,East,2023-03-24
34C7TH,Truck,Chevrolet Silverado,2020,West,2023-02-13
HSVBRI,Full-Size,Chevrolet Impala,2023,South,2023-01-08
7WNP4Y,Compact,Hyundai Elantra,2018,West,2023-03-11
N4WCW7,Full-Size,Chevrolet Impala,2023,South,2023-03-07
5B59FW,Mid-Size,Nissan Altima,2020,South,2023-01-28
1B3OKJ,Truck,Ford F-150,2021,South,2023-01-19
S23I33,Mid-Size,Toyota Camry,2022,South,2023-03-19
CLA9RJ,Mid-Size,Toyota Camry,2018,East,2023-03-12
6Y728H,Compact,Toyota Corolla,2018,South,2023-01-27
HCMTUY,Full-Size,Chevrolet Impala,2018,South,2023-03-05
03SJP5,Truck,Ram 1500,2022,West,2023-01-22
36T2OA,Compact,Hyundai Elantra,2018,South,2023-01-17
0DW9A0,Full-Size,Ford Taurus,2021,West,2023-03-01
5WY61B,Truck,Ford F-150,2018,North,2023-03-16
11IX44,Compact,Hyundai Elantra,2022,North,2023-03-24
52ERIC,Compact,Honda Civic,2023,Central,2023-02-11
J6V1SM,Full-Size,Ford Taurus,2020,East,2023-01-13
R9KL4N,Full-Size,Chrysler 300,2019,West,2023-02-18
69CYD5,Compact,Honda Civic,2020,West,2023-03-03
E51THJ,SUV,Chevrolet Equinox,2022,North,2023-03-29
P46SIU,Mid-Size,Nissan Altima,2022,Central,2023-01-11
3T6ASB,Truck,Chevrolet Silverado,2021,East,2023-03-01
WWL28Q,SUV,Toyota RAV4,2021,Central,2023-02-16
PGBOP1,SUV,Toyota RAV4,2021,East,2023-02-22
5DFUNZ,Mid-Size,Nissan Altima,2019,East,2023-01-09
LOPVC5,Mid-Size,Toyota Camry,2019,West,2023-01-02
MHXEVC,Mid-Size,Toyota Camry,2023,North,2023-02-24
J0N6MY,Compact,Honda Civic,2021,West,2023-01-18
B9WZLK,Full-Size,Ford Taurus,2023,Central,2023-02-25
PJAYZY,Compact,Hyundai Elantra,2021,West,2023-01-03
TS9SZO,Mid-Size,Toyota Camry,2020,North,2023-03-14
BMZWY0,Compact,Hyundai Elantra,2021,West,2023-01-30
H3ZLS4,Mid-Size,Nissan Altima,2022,North,2023-02-10
GKGKH3,Compact,Hyundai Elantra,2019,North,2023-02-01
98M7CD,Full-Size,Chrysler 300,2020,South,2023-02-07
LK7113,SUV,Toyota RAV4,2022,South,2023-02-17
0SCA9S,Compact,Honda Civic,2018,North,2023-02-28
8BWKNX,SUV,Chevrolet Equinox,2018,North,2023-03-04
RE9ZMW,SUV,Chevrolet Equinox,2018,West,2023-03-31
FPPNR6,Mid-Size,Nissan Altima,2021,East,2023-01-17
AT766O,Full-Size,Chevrolet Impala,2019,North,2023-03-20
UV48JE,Mid-Size,Honda Accord,2020,East,2023-02-24
JJK7HP,Compact,Honda Civic,2018,West,2023-01-28
MJH9WD,Mid-Size,Honda Accord,2019,West,2023-03-24
XWM222,Compact,Honda Civic,2018,South,2023-03-05
XPHB74,SUV,Toyota RAV4,2022,North,2023-01-17
H2BIFM,Truck,Ford F-150,2020,Central,2023-01-16
LSQEF3,SUV,Toyota RAV4,2019,West,2023-03-01
T7ELF7,Full-Size,Chrysler 300,2021,Central,2023-03-07
F2G0Q8,Full-Size,Chrysler 300,2023,South,2023-01-05
CL06TD,Truck,Ram 1500,2022,North,2023-02-26
WR1T6E,Compact,Honda Civic,2023,South,2023-02-17
W0ORZQ,Compact,Toyota Corolla,2020,South,2023-03-29
OU2E5H,Full-Size,Ford Taurus,2020,West,2023-03-08
DGC8K1,Mid-Size,Toyota Camry,2019,West,2023-03-23
GTPX9X,Mid-Size,Toyota Camry,2019,North,2023-01-04
ZJEDKT,Compact,Hyundai Elantra,2023,East,2023-03-10
CJW59I,Full-Size,Ford Taurus,2018,South,2023-01-31
DU7P60,Mid-Size,Honda Accord,2023,West,2023-02-19
68DOBB,Compact,Hyundai Elantra,2023,South,2023-03-21
RX5EBD,Compact,Toyota Corolla,2023,East,2023-03-20
7XRDNE,Mid-Size,Nissan Altima,2021,West,2023-01-21
BPSQ56,SUV,Chevrolet Equinox,2023,South,2023-01-22
EJSOPZ,Mid-Size,Honda Accord,2018,North,2023-03-07
G3JMHW,Full-Size,Ford Taurus,2022,West,2023-03-21
ZWRKYE,SUV,Chevrolet Equinox,2021,Central,2023-02-25
LYYJML,Mid-Size,Honda Accord,2023,East,2023-01-05
5UEFCI,SUV,Chevrolet Equinox,2018,Central,2023-01-15
IQ05U1,Full-Size,Chevrolet Impala,2023,North,2023-03-09
XLWKL9,Full-Size,Chevrolet Impala,2021,Central,2023-03-08
6XVY1B,Compact,Honda Civic,2018,Central,2023-03-22
MDTKL4,Compact,Toyota Corolla,2021,South,2023-02-17
H6PGFZ,Truck,Chevrolet Silverado,2018,North,2023-02-08
65G5IQ,SUV,Toyota RAV4,2018,West,2023-01-11
AJL8KJ,Truck,Ford F-150,2021,Central,2023-03-12
JJTHKT,Truck,Ford F-150,2022,North,2023-03-27
1DMU77,Compact,Toyota Corolla,2018,West,2023-01-05
5SD8W6,SUV,Toyota RAV4,2019,Central,2023-02-14
72PVY5,Mid-Size,Nissan Altima,2020,North,2023-02-01
ITVHO7,SUV,Ford Explorer,2021,East,2023-03-09
ASV6KO,Compact,Honda Civic,2018,North,2023-03-10
CM91PW,Mid-Size,Nissan Altima,2021,North,2023-01-20
8PK54S,SUV,Toyota RAV4,2020,East,2023-03-27
AAEYGC,SUV,Chevrolet Equinox,2023,South,2023-01-13
YRTGHI,Full-Size,Chevrolet Impala,2019,North,2023-03-12
X96EY1,Mid-Size,Nissan Altima,2020,Central,2023-03-08
BWQH27,Mid-Size,Nissan Altima,2018,South,2023-01-15
VHPS62,Truck,Chevrolet Silverado,2023,Central,2023-03-02
Y1YLE4,Mid-Size,Toyota Camry,2023,North,2023-01-25
T8YRXX,Mid-Size,Nissan Altima,2020,East,2023-01-25
9NNMDQ,Full-Size,Chevrolet Impala,2020,West,2023-01-08
QH3YIF,Mid-Size,Nissan Altima,2023,East,2023-03-09
WAFP9C,Full-Size,Chrysler 300,2019,East,2023-03-14
TUJSWE,Mid-Size,Honda Accord,2019,West,2023-02-15
8INAVV,SUV,Chevrolet Equinox,2019,North,2023-03-11
EK1ZLW,Truck,Ford F-150,2022,Central,2023-02-01
0NGA8L,Truck,Ram 1500,2019,West,2023-02-20
3LZLV8,Full-Size,Chevrolet Impala,2018,West,2023-03-12
1FSJH3,Mid-Size,Toyota Camry,2018,East,2023-02-08
974QST,Full-Size,Chrysler 300,2023,South,2023-02-25
0B339V,SUV,Toyota RAV4,2023,East,2023-01-14
QRWK1P,Full-Size,Ford Taurus,2023,West,2023-02-15
K0MCSS,Full-Size,Ford Taurus,2019,Central,2023-03-18
KBR12H,Full-Size,Ford Taurus,2020,Central,2023-03-11
P6MRYQ,Full-Size,Chevrolet Impala,2020,North,2023-01-28
4MRS0M,Full-Size,Ford Taurus,2021,North,2023-02-19
JMIH3M,Compact,Hyundai Elantra,2018,Central,2023-02-25
J32IK3,Mid-Size,Honda Accord,2021,South,2023-03-26
K5WXTB,Full-Size,Chrysler 300,2018,East,2023-03-16
3UG3KN,Compact,Hyundai Elantra,2019,North,2023-03-15
XKALYP,SUV,Toyota RAV4,2019,North,2023-03-09
ZCJICX,Full-Size,Chrysler 300,2022,East,2023-02-02
HR9IH7,Compact,Hyundai Elantra,2023,West,2023-02-03
MKZENH,SUV,Toyota RAV4,2022,West,2023-02-11
6KUSRC,Full-Size,Chrysler 300,2020,Central,2023-02-08
J4T5UL,SUV,Toyota RAV4,2021,North,2023-03-28
M1IV74,Mid-Size,Nissan Altima,2021,South,2023-03-20
NJWV0C,SUV,Toyota RAV4,2018,East,2023-03-22
TA950K,Mid-Size,Nissan Altima,2023,East,2023-02-24
0QXIR5,Full-Size,Ford Taurus,2023,North,2023-01-18
GNKGOV,Compact,Hyundai Elantra,2019,East,2023-01-13
BH3JMY,Full-Size,Chrysler 300,2018,Central,2023-01-25
08F10E,Full-Size,Ford Taurus,2018,North,2023-02-28
5LP2SJ,Full-Size,Chevrolet Impala,2021,Central,2023-02-02
L0GQ05,Mid-Size,Nissan Altima,2018,East,2023-02-28
3MH7VO,SUV,Chevrolet Equinox,2018,East,2023-03-21
60RHCT,Full-Size,Ford Taurus,2021,West,2023-01-31
ELYA9P,Mid-Size,Nissan Altima,2018,West,2023-03-25
5GQ8W3,Truck,Ford F-150,2018,West,2023-02-16
Y0NQBJ,Full-Size,Ford Taurus,2018,North,2023-03-14
CL0HRT,Truck,Ford F-150,2022,South,2023-01-06
F31GBA,Truck,Ford F-150,2020,Central,2023-01-25
KEAQSA,Truck,Ram 1500,2019,North,2023-03-25
VOHE1D,SUV,Chevrolet Equinox,2021,West,2023-03-21
HZW9BH,Full-Size,Chevrolet Impala,2019,East,2023-02-21
XINK32,Compact,Honda Civic,2021,North,2023-01-03
3SRUCT,Mid-Size,Toyota Camry,2020,North,2023-01-06
J7GB8F,SUV,Toyota RAV4,2022,Central,2023-02-08
SNJR0E,Mid-Size,Toyota Camry,2021,North,2023-03-22
X6KY77,SUV,Chevrolet Equinox,2022,North,2023-02-03
X71SE4,Compact,Honda Civic,2019,North,2023-03-21
K0XM1X,Mid-Size,Toyota Camry,2018,West,2023-02-18
08J1BZ,Mid-Size,Nissan Altima,2021,Central,2023-01-13
FHH3NO,Mid-Size,Honda Accord,2018,North,2023-02-20
NW6YDS,Compact,Honda Civic,2020,West,2023-02-02
DFHZ5I,Compact,Honda Civic,2021,West,2023-01-21
7JLEBW,SUV,Toyota RAV4,2022,South,2023-03-02
OEUMO6,Mid-Size,Toyota Camry,2021,North,2023-01-19
OQY60R,Compact,Hyundai Elantra,2023,East,2023-03-23
LGE10M,Compact,Honda Civic,2021,North,2023-03-14
78WJS3,Mid-Size,Toyota Camry,2020,North,2023-03-12
SRT4OG,Compact,Honda Civic,2019,East,2023-01-07
SW7E72,Full-Size,Chrysler 300,2022,Central,2023-03-28
ZIHPGX,SUV,Ford Explorer,2022,Central,2023-02-14
1RY26Y,Compact,Honda Civic,2019,West,2023-03-07
IE714P,Full-Size,Ford Taurus,2018,South,2023-01-18
FVXHQP,Compact,Hyundai Elantra,2018,South,2023-03-11
J3R7A7,Mid-Size,Honda Accord,2021,West,2023-01-29
XZKCIP,SUV,Toyota RAV4,2021,North,2023-03-05
MGAZYF,Mid-Size,Nissan Altima,2018,East,2023-01-25
299HPB,SUV,Toyota RAV4,2018,West,2023-03-25
A48HQA,Compact,Honda Civic,2021,Central,2023-03-05
3TK8EJ,Mid-Size,Nissan Altima,2020,North,2023-02-10
0OZIXU,Mid-Size,Toyota Camry,2020,South,2023-02-11
BLKVPR,Mid-Size,Nissan Altima,2019,South,2023-01-01
G70YJY,Truck,Ram 1500,2022,East,2023-01-27
IRJKXL,Compact,Toyota Corolla,2022,North,2023-03-13
0S9G8E,SUV,Chevrolet Equinox,2018,Central,2023-03-16
TN1EJI,SUV,Toyota RAV4,2018,Central,2023-03-31
7TF2KI,Full-Size,Chevrolet Impala,2021,South,2023-01-08
R24A69,Mid-Size,Nissan Altima,2021,East,2023-01-23
LSNRXX,Mid-Size,Nissan Altima,2018,East,2023-03-10
RRROEN,Mid-Size,Nissan Altima,2018,North,2023-02-02
Z9352S,SUV,Ford Explorer,2022,Central,2023-01-23
Y4IFJT,Mid-Size,Nissan Altima,2020,West,2023-01-26
2Q9LQ7,Truck,Ram 1500,2018,South,2023-03-24
G3F6LW,Full-Size,Chevrolet Impala,2021,East,2023-03-19
ZNT15D,Mid-Size,Nissan Altima,2018,South,2023-01-01
R4UBE3,Full-Size,Ford Taurus,2019,South,2023-03-17
PZ6DQF,Mid-Size,Nissan Altima,2022,South,2023-02-20
4Q5KF5,Truck,Ford F-150,2019,North,2023-03-18
WGYPBJ,Compact,Hyundai Elantra,2018,Central,2023-02-26
1EMJ04,Truck,Chevrolet Silverado,2023,West,2023-03-03
2ZD6FO,SUV,Ford Explorer,2019,Central,2023-02-21
3IHAMR,SUV,Chevrolet Equinox,2021,North,2023-03-08
QBHAIV,Mid-Size,Nissan Altima,2022,West,2023-03-15
AFTU6U,SUV,Toyota RAV4,2023,East,2023-02-15
70TNEZ,Mid-Size,Toyota Camry,2022,West,2023-01-11
7NMDVL,SUV,Toyota RAV4,2020,Central,2023-01-09
AAMQQ0,Compact,Honda Civic,2023,South,2023-02-07
T2KITD,Mid-Size,Toyota Camry,2018,North,2023-02-12
1G69TL,Mid-Size,Honda Accord,2019,North,2023-03-19
MPRCH2,Mid-Size,Nissan Altima,2019,East,2023-01-03
BQ5D7R,Mid-Size,Toyota Camry,2021,North,2023-03-21
PZ1RC8,SUV,Ford Explorer,2023,North,2023-01-05
A5PS17,Mid-Size,Toyota Camry,2022,North,2023-02-14
F3XNP1,Full-Size,Ford Taurus,2023,South,2023-02-08
FSZTQS,Compact,Toyota Corolla,2018,North,2023-02-20
S237CL,SUV,Toyota RAV4,2022,East,2023-01-04
5XNWQ5,SUV,Ford Explorer,2022,West,2023-03-10
UQWG1H,Mid-Size,Toyota Camry,2020,South,2023-01-13
ABCDBK,Full-Size,Chevrolet Impala,2018,North,2023-03-12
8DY53N,Truck,Ram 1500,2018,East,2023-02-21
BNV1FK,SUV,Toyota RAV4,2023,North,2023-03-21
VZL32M,Mid-Size,Toyota Camry,2019,West,2023-03-30
TRYLLP,Mid-Size,Honda Accord,2021,South,2023-03-17
HU8M4Q,SUV,Toyota RAV4,2023,East,2023-02-10
FRRARF,Mid-Size,Nissan Altima,2020,South,2023-02-07
2TKAUZ,SUV,Ford Explorer,2019,South,2023-03-01
P6H1RL,Mid-Size,Nissan Altima,2020,North,2023-02-28
KQCXOY,SUV,Toyota RAV4,2019,East,2023-03-13
S9CRTI,Compact,Hyundai Elantra,2019,North,2023-02-13
YN174W,Compact,Honda Civic,2022,West,2023-02-11
Z59068,Truck,Chevrolet Silverado,2020,South,2023-01-11
GSM805,SUV,Toyota RAV4,2022,East,2023-01-16
M4C7IS,SUV,Toyota RAV4,2022,East,2023-03-15
Z0HTT1,Truck,Chevrolet Silverado,2021,West,2023-03-31
L1W15P,Mid-Size,Nissan Altima,2021,West,2023-02-24
P225TW,Mid-Size,Honda Accord,2019,East,2023-01-31
CQI4E2,Compact,Hyundai Elantra,2021,Central,2023-01-06
4QYUYY,Mid-Size,Toyota Camry,2022,South,2023-01-04
JY6LLK,Compact,Hyundai Elantra,2019,West,2023-03-02
65M71O,Truck,Chevrolet Silverado,2019,South,2023-02-27
365QHG,Compact,Honda Civic,2022,West,2023-01-26
30ZB8E,Compact,Toyota Corolla,2023,East,2023-01-17
U7IS4J,Compact,Honda Civic,2020,Central,2023-01-07
DR2UPX,Compact,Toyota Corolla,2022,South,2023-03-03
BM5N8T,Compact,Hyundai Elantra,2019,East,2023-02-24
7WP7JO,Full-Size,Chrysler 300,2021,North,2023-01-30
05G9PM,Mid-Size,Honda Accord,2023,West,2023-03-07
EAUVD6,Full-Size,Chrysler 300,2020,North,2023-03-18
TB4HYY,SUV,Toyota RAV4,2021,East,2023-02-16
339DNN,Full-Size,Chevrolet Impala,2018,North,2023-01-24
